source_name,rank,player_name,player_team,ranking_url,ranking_date
Draft Fantasy - Draft Cheat Sheet 2026/27 (240-player tiered board),138,Eze,Arsenal,https://www.draftfantasy.com/fpl/draft-cheat-sheet,2026-08-17
Draft Fantasy - Draft Cheat Sheet 2026/27 (240-player tiered board),139,Cash,Aston Villa,https://www.draftfantasy.com/fpl/draft-cheat-sheet,2026-08-17
Draft Fantasy - Draft Cheat Sheet 2026/27 (240-player tiered board),140,McGinn,Aston Villa,https://www.draftfantasy.com/fpl/draft-cheat-sheet,2026-08-17
Draft Fantasy - Draft Cheat Sheet 2026/27 (240-player tiered board),141,Damsgaard,Brentford,https://www.draftfantasy.com/fpl/draft-cheat-sheet,2026-08-17
Draft Fantasy - Draft Cheat Sheet 2026/27 (240-player tiered board),142,Murillo,Nottingham Forest,https://www.draftfantasy.com/fpl/draft-cheat-sheet,2026-08-17
Draft Fantasy - Draft Cheat Sheet 2026/27 (240-player tiered board),143,Van de Ven,Spurs,https://www.draftfantasy.com/fpl/draft-cheat-sheet,2026-08-17
Draft Fantasy - Draft Cheat Sheet 2026/27 (240-player tiered board),144,Aaronson,Leeds,https://www.draftfantasy.com/fpl/draft-cheat-sheet,2026-08-17
Draft Fantasy - Draft Cheat Sheet 2026/27 (240-player tiered board),145,Solanke,Spurs,https://www.draftfantasy.com/fpl/draft-cheat-sheet,2026-08-17
Draft Fantasy - Draft Cheat Sheet 2026/27 (240-player tiered board),146,Dalot,Man Utd,https://www.draftfantasy.com/fpl/draft-cheat-sheet,2026-08-17
Draft Fantasy - Draft Cheat Sheet 2026/27 (240-player tiered board),147,Kamara,Aston Villa,https://www.draftfantasy.com/fpl/draft-cheat-sheet,2026-08-17
Draft Fantasy - Draft Cheat Sheet 2026/27 (240-player tiered board),148,Garner,Everton,https://www.draftfantasy.com/fpl/draft-cheat-sheet,2026-08-17
Draft Fantasy - Draft Cheat Sheet 2026/27 (240-player tiered board),149,Ayari,Brighton,https://www.draftfantasy.com/fpl/draft-cheat-sheet,2026-08-17
Draft Fantasy - Draft Cheat Sheet 2026/27 (240-player tiered board),150,Hinshelwood,Brighton,https://www.draftfantasy.com/fpl/draft-cheat-sheet,2026-08-17
Draft Fantasy - Draft Cheat Sheet 2026/27 (240-player tiered board),151,Livramento,Newcastle,https://www.draftfantasy.com/fpl/draft-cheat-sheet,2026-08-17
Draft Fantasy - Draft Cheat Sheet 2026/27 (240-player tiered board),152,Boscagli,Brighton,https://www.draftfantasy.com/fpl/draft-cheat-sheet,2026-08-17
Draft Fantasy - Draft Cheat Sheet 2026/27 (240-player tiered board),153,Justin,Leeds,https://www.draftfantasy.com/fpl/draft-cheat-sheet,2026-08-17
Draft Fantasy - Draft Cheat Sheet 2026/27 (240-player tiered board),154,Palestra,Chelsea,https://www.draftfantasy.com/fpl/draft-cheat-sheet,2026-08-17
Draft Fantasy - Draft Cheat Sheet 2026/27 (240-player tiered board),155,Araujo,Liverpool,https://www.draftfantasy.com/fpl/draft-cheat-sheet,2026-08-17
Draft Fantasy - Draft Cheat Sheet 2026/27 (240-player tiered board),156,Caicedo,Chelsea,https://www.draftfantasy.com/fpl/draft-cheat-sheet,2026-08-17
Draft Fantasy - Draft Cheat Sheet 2026/27 (240-player tiered board),157,Diomande,Nottingham Forest,https://www.draftfantasy.com/fpl/draft-cheat-sheet,2026-08-17
Draft Fantasy - Draft Cheat Sheet 2026/27 (240-player tiered board),158,Burn,Newcastle,https://www.draftfantasy.com/fpl/draft-cheat-sheet,2026-08-17
Draft Fantasy - Draft Cheat Sheet 2026/27 (240-player tiered board),159,Khusanov,Man City,https://www.draftfantasy.com/fpl/draft-cheat-sheet,2026-08-17
Draft Fantasy - Draft Cheat Sheet 2026/27 (240-player tiered board),160,F.Kadioglu,Brighton,https://www.draftfantasy.com/fpl/draft-cheat-sheet,2026-08-17
Draft Fantasy - Draft Cheat Sheet 2026/27 (240-player tiered board),161,Branthwaite,Everton,https://www.draftfantasy.com/fpl/draft-cheat-sheet,2026-08-17
Draft Fantasy - Draft Cheat Sheet 2026/27 (240-player tiered board),162,Reijnders,Man City,https://www.draftfantasy.com/fpl/draft-cheat-sheet,2026-08-17
Draft Fantasy - Draft Cheat Sheet 2026/27 (240-player tiered board),163,Bentancur,Spurs,https://www.draftfantasy.com/fpl/draft-cheat-sheet,2026-08-17
Draft Fantasy - Draft Cheat Sheet 2026/27 (240-player tiered board),164,Wharton,Crystal Palace,https://www.draftfantasy.com/fpl/draft-cheat-sheet,2026-08-17
Draft Fantasy - Draft Cheat Sheet 2026/27 (240-player tiered board),165,Alleyne,Man City,https://www.draftfantasy.com/fpl/draft-cheat-sheet,2026-08-17
Draft Fantasy - Draft Cheat Sheet 2026/27 (240-player tiered board),166,Chavarria,Chelsea,https://www.draftfantasy.com/fpl/draft-cheat-sheet,2026-08-17
Draft Fantasy - Draft Cheat Sheet 2026/27 (240-player tiered board),167,Colwill,Chelsea,https://www.draftfantasy.com/fpl/draft-cheat-sheet,2026-08-17
Draft Fantasy - Draft Cheat Sheet 2026/27 (240-player tiered board),168,Jacquet,Liverpool,https://www.draftfantasy.com/fpl/draft-cheat-sheet,2026-08-17
Draft Fantasy - Draft Cheat Sheet 2026/27 (240-player tiered board),169,Tsimikas,Liverpool,https://www.draftfantasy.com/fpl/draft-cheat-sheet,2026-08-17
Draft Fantasy - Draft Cheat Sheet 2026/27 (240-player tiered board),170,Svoboda,Brighton,https://www.draftfantasy.com/fpl/draft-cheat-sheet,2026-08-17
Draft Fantasy - Draft Cheat Sheet 2026/27 (240-player tiered board),171,Vuskovic,Brighton,https://www.draftfantasy.com/fpl/draft-cheat-sheet,2026-08-17
Draft Fantasy - Draft Cheat Sheet 2026/27 (240-player tiered board),172,Silva,Bournemouth,https://www.draftfantasy.com/fpl/draft-cheat-sheet,2026-08-17
Draft Fantasy - Draft Cheat Sheet 2026/27 (240-player tiered board),173,Muharemovic,Leeds,https://www.draftfantasy.com/fpl/draft-cheat-sheet,2026-08-17
Draft Fantasy - Draft Cheat Sheet 2026/27 (240-player tiered board),174,Awoniyi,Nottingham Forest,https://www.draftfantasy.com/fpl/draft-cheat-sheet,2026-08-17
Draft Fantasy - Draft Cheat Sheet 2026/27 (240-player tiered board),175,Diarra,Sunderland,https://www.draftfantasy.com/fpl/draft-cheat-sheet,2026-08-17
Draft Fantasy - Draft Cheat Sheet 2026/27 (240-player tiered board),176,Georginio,Brighton,https://www.draftfantasy.com/fpl/draft-cheat-sheet,2026-08-17
Draft Fantasy - Draft Cheat Sheet 2026/27 (240-player tiered board),177,O'Brien,Everton,https://www.draftfantasy.com/fpl/draft-cheat-sheet,2026-08-17
Draft Fantasy - Draft Cheat Sheet 2026/27 (240-player tiered board),178,Barry,Everton,https://www.draftfantasy.com/fpl/draft-cheat-sheet,2026-08-17
Draft Fantasy - Draft Cheat Sheet 2026/27 (240-player tiered board),179,Milenkovic,Nottingham Forest,https://www.draftfantasy.com/fpl/draft-cheat-sheet,2026-08-17
Draft Fantasy - Draft Cheat Sheet 2026/27 (240-player tiered board),180,Marmoush,Man City,https://www.draftfantasy.com/fpl/draft-cheat-sheet,2026-08-17
Draft Fantasy - Draft Cheat Sheet 2026/27 (240-player tiered board),181,Rodon,Leeds,https://www.draftfantasy.com/fpl/draft-cheat-sheet,2026-08-17
Draft Fantasy - Draft Cheat Sheet 2026/27 (240-player tiered board),182,Vitor Reis,Man City,https://www.draftfantasy.com/fpl/draft-cheat-sheet,2026-08-17
Draft Fantasy - Draft Cheat Sheet 2026/27 (240-player tiered board),183,Anselmino,Chelsea,https://www.draftfantasy.com/fpl/draft-cheat-sheet,2026-08-17
Draft Fantasy - Draft Cheat Sheet 2026/27 (240-player tiered board),184,B.Badiashile,Chelsea,https://www.draftfantasy.com/fpl/draft-cheat-sheet,2026-08-17
Draft Fantasy - Draft Cheat Sheet 2026/27 (240-player tiered board),185,Disasi,Chelsea,https://www.draftfantasy.com/fpl/draft-cheat-sheet,2026-08-17
Draft Fantasy - Draft Cheat Sheet 2026/27 (240-player tiered board),186,M.Sarr,Chelsea,https://www.draftfantasy.com/fpl/draft-cheat-sheet,2026-08-17
Draft Fantasy - Draft Cheat Sheet 2026/27 (240-player tiered board),187,Ji-soo,Brentford,https://www.draftfantasy.com/fpl/draft-cheat-sheet,2026-08-17
Draft Fantasy - Draft Cheat Sheet 2026/27 (240-player tiered board),188,Pinnock,Brentford,https://www.draftfantasy.com/fpl/draft-cheat-sheet,2026-08-17
Draft Fantasy - Draft Cheat Sheet 2026/27 (240-player tiered board),189,Schuster,Brentford,https://www.draftfantasy.com/fpl/draft-cheat-sheet,2026-08-17
Draft Fantasy - Draft Cheat Sheet 2026/27 (240-player tiered board),190,Coppola,Brighton,https://www.draftfantasy.com/fpl/draft-cheat-sheet,2026-08-17
Draft Fantasy - Draft Cheat Sheet 2026/27 (240-player tiered board),191,Costinha,Brighton,https://www.draftfantasy.com/fpl/draft-cheat-sheet,2026-08-17
Draft Fantasy - Draft Cheat Sheet 2026/27 (240-player tiered board),192,Igor,Brighton,https://www.draftfantasy.com/fpl/draft-cheat-sheet,2026-08-17
Draft Fantasy - Draft Cheat Sheet 2026/27 (240-player tiered board),193,Chadi Riad,Crystal Palace,https://www.draftfantasy.com/fpl/draft-cheat-sheet,2026-08-17
Draft Fantasy - Draft Cheat Sheet 2026/27 (240-player tiered board),194,Sangare,Nottingham Forest,https://www.draftfantasy.com/fpl/draft-cheat-sheet,2026-08-17
Draft Fantasy - Draft Cheat Sheet 2026/27 (240-player tiered board),195,Garcia,Fulham,https://www.draftfantasy.com/fpl/draft-cheat-sheet,2026-08-17
Draft Fantasy - Draft Cheat Sheet 2026/27 (240-player tiered board),196,L.Miley,Newcastle,https://www.draftfantasy.com/fpl/draft-cheat-sheet,2026-08-17
Draft Fantasy - Draft Cheat Sheet 2026/27 (240-player tiered board),197,Wilson,Brentford,https://www.draftfantasy.com/fpl/draft-cheat-sheet,2026-08-17
Draft Fantasy - Draft Cheat Sheet 2026/27 (240-player tiered board),198,Kalimuendo,Nottingham Forest,https://www.draftfantasy.com/fpl/draft-cheat-sheet,2026-08-17
Draft Fantasy - Draft Cheat Sheet 2026/27 (240-player tiered board),199,Odegaard,Arsenal,https://www.draftfantasy.com/fpl/draft-cheat-sheet,2026-08-17
Draft Fantasy - Draft Cheat Sheet 2026/27 (240-player tiered board),200,Emersonn,Ipswich,https://www.draftfantasy.com/fpl/draft-cheat-sheet,2026-08-17
Draft Fantasy - Draft Cheat Sheet 2026/27 (240-player tiered board),201,McBurnie,Hull,https://www.draftfantasy.com/fpl/draft-cheat-sheet,2026-08-17
Draft Fantasy - Draft Cheat Sheet 2026/27 (240-player tiered board),202,Tzolis,Arsenal,https://www.draftfantasy.com/fpl/draft-cheat-sheet,2026-08-17
Draft Fantasy - Draft Cheat Sheet 2026/27 (240-player tiered board),203,Nmecha,Leeds,https://www.draftfantasy.com/fpl/draft-cheat-sheet,2026-08-17
Draft Fantasy - Draft Cheat Sheet 2026/27 (240-player tiered board),204,Merino,Arsenal,https://www.draftfantasy.com/fpl/draft-cheat-sheet,2026-08-17
Draft Fantasy - Draft Cheat Sheet 2026/27 (240-player tiered board),205,Lewis-Potter,Brentford,https://www.draftfantasy.com/fpl/draft-cheat-sheet,2026-08-17
Draft Fantasy - Draft Cheat Sheet 2026/27 (240-player tiered board),206,Munoz,Liverpool,https://www.draftfantasy.com/fpl/draft-cheat-sheet,2026-08-17
Draft Fantasy - Draft Cheat Sheet 2026/27 (240-player tiered board),207,Maddison,Spurs,https://www.draftfantasy.com/fpl/draft-cheat-sheet,2026-08-17
Draft Fantasy - Draft Cheat Sheet 2026/27 (240-player tiered board),208,Markelo,Coventry,https://www.draftfantasy.com/fpl/draft-cheat-sheet,2026-08-17
Draft Fantasy - Draft Cheat Sheet 2026/27 (240-player tiered board),209,Simms,Coventry,https://www.draftfantasy.com/fpl/draft-cheat-sheet,2026-08-17
Draft Fantasy - Draft Cheat Sheet 2026/27 (240-player tiered board),210,Thomas-Asante,Coventry,https://www.draftfantasy.com/fpl/draft-cheat-sheet,2026-08-17
Draft Fantasy - Draft Cheat Sheet 2026/27 (240-player tiered board),211,Akpom,Ipswich,https://www.draftfantasy.com/fpl/draft-cheat-sheet,2026-08-17
Draft Fantasy - Draft Cheat Sheet 2026/27 (240-player tiered board),212,Al-Hamadi,Ipswich,https://www.draftfantasy.com/fpl/draft-cheat-sheet,2026-08-17
Draft Fantasy - Draft Cheat Sheet 2026/27 (240-player tiered board),213,Hirst,Ipswich,https://www.draftfantasy.com/fpl/draft-cheat-sheet,2026-08-17
Draft Fantasy - Draft Cheat Sheet 2026/27 (240-player tiered board),214,Isidor,Sunderland,https://www.draftfantasy.com/fpl/draft-cheat-sheet,2026-08-17
Draft Fantasy - Draft Cheat Sheet 2026/27 (240-player tiered board),215,Gomez,Brighton,https://www.draftfantasy.com/fpl/draft-cheat-sheet,2026-08-17
Draft Fantasy - Draft Cheat Sheet 2026/27 (240-player tiered board),216,Rodriguez,Bournemouth,https://www.draftfantasy.com/fpl/draft-cheat-sheet,2026-08-17
Draft Fantasy - Draft Cheat Sheet 2026/27 (240-player tiered board),217,Tzimas,Brighton,https://www.draftfantasy.com/fpl/draft-cheat-sheet,2026-08-17
Draft Fantasy - Draft Cheat Sheet 2026/27 (240-player tiered board),218,Talbi,Sunderland,https://www.draftfantasy.com/fpl/draft-cheat-sheet,2026-08-17
Draft Fantasy - Draft Cheat Sheet 2026/27 (240-player tiered board),219,Janelt,Brentford,https://www.draftfantasy.com/fpl/draft-cheat-sheet,2026-08-17
Draft Fantasy - Draft Cheat Sheet 2026/27 (240-player tiered board),220,Hudson-Odoi,Nottingham Forest,https://www.draftfantasy.com/fpl/draft-cheat-sheet,2026-08-17
Draft Fantasy - Draft Cheat Sheet 2026/27 (240-player tiered board),221,Emegha,Chelsea,https://www.draftfantasy.com/fpl/draft-cheat-sheet,2026-08-17
Draft Fantasy - Draft Cheat Sheet 2026/27 (240-player tiered board),222,Mac Allister,Liverpool,https://www.draftfantasy.com/fpl/draft-cheat-sheet,2026-08-17
Draft Fantasy - Draft Cheat Sheet 2026/27 (240-player tiered board),223,Kroupi.Jr,Bournemouth,https://www.draftfantasy.com/fpl/draft-cheat-sheet,2026-08-17
Draft Fantasy - Draft Cheat Sheet 2026/27 (240-player tiered board),224,Adams,Bournemouth,https://www.draftfantasy.com/fpl/draft-cheat-sheet,2026-08-17
Draft Fantasy - Draft Cheat Sheet 2026/27 (240-player tiered board),225,Barnes,Newcastle,https://www.draftfantasy.com/fpl/draft-cheat-sheet,2026-08-17
Draft Fantasy - Draft Cheat Sheet 2026/27 (240-player tiered board),226,Amad,Man Utd,https://www.draftfantasy.com/fpl/draft-cheat-sheet,2026-08-17
Draft Fantasy - Draft Cheat Sheet 2026/27 (240-player tiered board),227,Buendia,Aston Villa,https://www.draftfantasy.com/fpl/draft-cheat-sheet,2026-08-17
Draft Fantasy - Draft Cheat Sheet 2026/27 (240-player tiered board),228,Strand Larsen,Crystal Palace,https://www.draftfantasy.com/fpl/draft-cheat-sheet,2026-08-17
Draft Fantasy - Draft Cheat Sheet 2026/27 (240-player tiered board),229,Yarmoliuk,Brentford,https://www.draftfantasy.com/fpl/draft-cheat-sheet,2026-08-17
Draft Fantasy - Draft Cheat Sheet 2026/27 (240-player tiered board),230,Minteh,Brighton,https://www.draftfantasy.com/fpl/draft-cheat-sheet,2026-08-17
Draft Fantasy - Draft Cheat Sheet 2026/27 (240-player tiered board),231,Madueke,Arsenal,https://www.draftfantasy.com/fpl/draft-cheat-sheet,2026-08-17
Draft Fantasy - Draft Cheat Sheet 2026/27 (240-player tiered board),232,Gallagher,Spurs,https://www.draftfantasy.com/fpl/draft-cheat-sheet,2026-08-17
Draft Fantasy - Draft Cheat Sheet 2026/27 (240-player tiered board),233,Toure,Newcastle,https://www.draftfantasy.com/fpl/draft-cheat-sheet,2026-08-17
Draft Fantasy - Draft Cheat Sheet 2026/27 (240-player tiered board),234,Anthony,Brentford,https://www.draftfantasy.com/fpl/draft-cheat-sheet,2026-08-17
Draft Fantasy - Draft Cheat Sheet 2026/27 (240-player tiered board),235,P.M.Sarr,Spurs,https://www.draftfantasy.com/fpl/draft-cheat-sheet,2026-08-17
Draft Fantasy - Draft Cheat Sheet 2026/27 (240-player tiered board),236,Madjo,Aston Villa,https://www.draftfantasy.com/fpl/draft-cheat-sheet,2026-08-17
Draft Fantasy - Draft Cheat Sheet 2026/27 (240-player tiered board),237,Wright,Coventry,https://www.draftfantasy.com/fpl/draft-cheat-sheet,2026-08-17
Draft Fantasy - Draft Cheat Sheet 2026/27 (240-player tiered board),238,Nketiah,Crystal Palace,https://www.draftfantasy.com/fpl/draft-cheat-sheet,2026-08-17
Draft Fantasy - Draft Cheat Sheet 2026/27 (240-player tiered board),239,Ferguson,Brighton,https://www.draftfantasy.com/fpl/draft-cheat-sheet,2026-08-17
Draft Fantasy - Draft Cheat Sheet 2026/27 (240-player tiered board),240,Obi,Man Utd,https://www.draftfantasy.com/fpl/draft-cheat-sheet,2026-08-17
Draft FC - My Top 20 FPL Draft Rankings,1,Erling Haaland,Man City,https://www.youtube.com/watch?v=0Igypp5nEuI,2026-08-14
Draft FC - My Top 20 FPL Draft Rankings,2,Bruno Fernandes,Man Utd,https://www.youtube.com/watch?v=0Igypp5nEuI,2026-08-14
Draft FC - My Top 20 FPL Draft Rankings,3,Cole Palmer,Chelsea,https://www.youtube.com/watch?v=0Igypp5nEuI,2026-08-14
Draft FC - My Top 20 FPL Draft Rankings,4,Joao Pedro,Chelsea,https://www.youtube.com/watch?v=0Igypp5nEuI,2026-08-14
Draft FC - My Top 20 FPL Draft Rankings,5,Alexander Isak,Liverpool,https://www.youtube.com/watch?v=0Igypp5nEuI,2026-08-14
Draft FC - My Top 20 FPL Draft Rankings,6,Bukayo Saka,Arsenal,https://www.youtube.com/watch?v=0Igypp5nEuI,2026-08-14
Draft FC - My Top 20 FPL Draft Rankings,7,Igor Thiago,Brentford,https://www.youtube.com/watch?v=0Igypp5nEuI,2026-08-14
Draft FC - My Top 20 FPL Draft Rankings,8,Ollie Watkins,Aston Villa,https://www.youtube.com/watch?v=0Igypp5nEuI,2026-08-14
Draft FC - My Top 20 FPL Draft Rankings,9,Gabriel,Arsenal,https://www.youtube.com/watch?v=0Igypp5nEuI,2026-08-14
Draft FC - My Top 20 FPL Draft Rankings,10,Morgan Gibbs-White,Nottingham Forest,https://www.youtube.com/watch?v=0Igypp5nEuI,2026-08-14
Draft FC - My Top 20 FPL Draft Rankings,11,Declan Rice,Arsenal,https://www.youtube.com/watch?v=0Igypp5nEuI,2026-08-14
Draft FC - My Top 20 FPL Draft Rankings,12,Bryan Mbeumo,Man Utd,https://www.youtube.com/watch?v=0Igypp5nEuI,2026-08-14
Draft FC - My Top 20 FPL Draft Rankings,13,Antoine Semenyo,Man City,https://www.youtube.com/watch?v=0Igypp5nEuI,2026-08-14
Draft FC - My Top 20 FPL Draft Rankings,14,Morgan Rogers,Chelsea,https://www.youtube.com/watch?v=0Igypp5nEuI,2026-08-14
Draft FC - My Top 20 FPL Draft Rankings,15,Dominik Szoboszlai,Liverpool,https://www.youtube.com/watch?v=0Igypp5nEuI,2026-08-14
Draft FC - My Top 20 FPL Draft Rankings,16,Matheus Cunha,Man Utd,https://www.youtube.com/watch?v=0Igypp5nEuI,2026-08-14
Draft FC - My Top 20 FPL Draft Rankings,17,Benjamin Sesko,Man Utd,https://www.youtube.com/watch?v=0Igypp5nEuI,2026-08-14
Draft FC - My Top 20 FPL Draft Rankings,18,Viktor Gyokeres,Arsenal,https://www.youtube.com/watch?v=0Igypp5nEuI,2026-08-14
Draft FC - My Top 20 FPL Draft Rankings,19,Florian Wirtz,Liverpool,https://www.youtube.com/watch?v=0Igypp5nEuI,2026-08-14
Draft FC - My Top 20 FPL Draft Rankings,20,Rayan Cherki,Man City,https://www.youtube.com/watch?v=0Igypp5nEuI,2026-08-14
The FPL Draft Zone - Top 20 Rankings for FPL Draft 2026/27,1,Erling Haaland,Man City,https://www.youtube.com/watch?v=W2sUovur47A,2026-08-06
The FPL Draft Zone - Top 20 Rankings for FPL Draft 2026/27,2,Bruno Fernandes,Man Utd,https://www.youtube.com/watch?v=W2sUovur47A,2026-08-06
The FPL Draft Zone - Top 20 Rankings for FPL Draft 2026/27,3,Alexander Isak,,https://www.youtube.com/watch?v=W2sUovur47A,2026-08-06
The FPL Draft Zone - Top 20 Rankings for FPL Draft 2026/27,4,Cole Palmer,Chelsea,https://www.youtube.com/watch?v=W2sUovur47A,2026-08-06
The FPL Draft Zone - Top 20 Rankings for FPL Draft 2026/27,5,Joao Pedro,Chelsea,https://www.youtube.com/watch?v=W2sUovur47A,2026-08-06
The FPL Draft Zone - Top 20 Rankings for FPL Draft 2026/27,6,Antoine Semenyo,Man City,https://www.youtube.com/watch?v=W2sUovur47A,2026-08-06
The FPL Draft Zone - Top 20 Rankings for FPL Draft 2026/27,7,Bukayo Saka,Arsenal,https://www.youtube.com/watch?v=W2sUovur47A,2026-08-06
The FPL Draft Zone - Top 20 Rankings for FPL Draft 2026/27,8,Gabriel,Arsenal,https://www.youtube.com/watch?v=W2sUovur47A,2026-08-06
The FPL Draft Zone - Top 20 Rankings for FPL Draft 2026/27,9,Igor Thiago,Brentford,https://www.youtube.com/watch?v=W2sUovur47A,2026-08-06
The FPL Draft Zone - Top 20 Rankings for FPL Draft 2026/27,10,Ollie Watkins,Aston Villa,https://www.youtube.com/watch?v=W2sUovur47A,2026-08-06
The FPL Draft Zone - Top 20 Rankings for FPL Draft 2026/27,11,Declan Rice,,https://www.youtube.com/watch?v=W2sUovur47A,2026-08-06
The FPL Draft Zone - Top 20 Rankings for FPL Draft 2026/27,12,Morgan Gibbs-White,Nottingham Forest,https://www.youtube.com/watch?v=W2sUovur47A,2026-08-06
The FPL Draft Zone - Top 20 Rankings for FPL Draft 2026/27,13,Morgan Rogers,Chelsea,https://www.youtube.com/watch?v=W2sUovur47A,2026-08-06
The FPL Draft Zone - Top 20 Rankings for FPL Draft 2026/27,14,Benjamin Sesko,Man Utd,https://www.youtube.com/watch?v=W2sUovur47A,2026-08-06
The FPL Draft Zone - Top 20 Rankings for FPL Draft 2026/27,15,Bryan Mbeumo,Man Utd,https://www.youtube.com/watch?v=W2sUovur47A,2026-08-06
The FPL Draft Zone - Top 20 Rankings for FPL Draft 2026/27,16,Kai Havertz,Arsenal,https://www.youtube.com/watch?v=W2sUovur47A,2026-08-06
The FPL Draft Zone - Top 20 Rankings for FPL Draft 2026/27,17,Dominik Solanke,Liverpool,https://www.youtube.com/watch?v=W2sUovur47A,2026-08-06
The FPL Draft Zone - Top 20 Rankings for FPL Draft 2026/27,18,Elliot Anderson,Man City,https://www.youtube.com/watch?v=W2sUovur47A,2026-08-06
The FPL Draft Zone - Top 20 Rankings for FPL Draft 2026/27,19,Bruno Guimaraes,,https://www.youtube.com/watch?v=W2sUovur47A,2026-08-06
The FPL Draft Zone - Top 20 Rankings for FPL Draft 2026/27,20,Dominic Calvert-Lewin,Leeds,https://www.youtube.com/watch?v=W2sUovur47A,2026-08-06
